date,fuel,nat_avg,nat_min,nat_max,n_stations
2024-10-14,gpl,0.7262,,,
2024-10-21,diesel,1.6453,,,
2024-10-21,benzina,1.7653,,,
2024-10-21,gpl,0.7280,,,
2024-10-28,diesel,1.6355,,,
2024-10-28,benzina,1.7621,,,
2024-10-28,gpl,0.7296,,,
2024-11-04,diesel,1.6319,,,
2024-11-04,benzina,1.7565,,,
2024-11-04,gpl,0.7318,,,
2024-11-11,diesel,1.6353,,,
2024-11-11,benzina,1.7564,,,
2024-11-11,gpl,0.7320,,,
2024-11-18,diesel,1.6344,,,
2024-11-18,benzina,1.7539,,,
2024-11-18,gpl,0.7340,,,
2024-11-25,diesel,1.6489,,,
2024-11-25,benzina,1.7581,,,
2024-11-25,gpl,0.7362,,,
2024-12-02,diesel,1.6615,,,
2024-12-02,benzina,1.7637,,,
2024-12-02,gpl,0.7375,,,
2024-12-09,diesel,1.6554,,,
2024-12-09,benzina,1.7571,,,
2024-12-09,gpl,0.7379,,,
2024-12-16,diesel,1.6478,,,
2024-12-16,benzina,1.7504,,,
2024-12-16,gpl,0.7381,,,
2024-12-23,diesel,1.6533,,,
2024-12-23,benzina,1.7546,,,
2024-12-23,gpl,0.7386,,,
2024-12-30,diesel,1.6560,,,
2024-12-30,benzina,1.7567,,,
2024-12-30,gpl,0.7429,,,
2025-01-06,diesel,1.6719,,,
2025-01-06,benzina,1.7726,,,
2025-01-06,gpl,0.7416,,,
2025-01-13,diesel,1.6924,,,
2025-01-13,benzina,1.7931,,,
2025-01-13,gpl,0.7408,,,
2025-01-20,diesel,1.7269,,,
2025-01-20,benzina,1.8231,,,
2025-01-20,gpl,0.7393,,,
2025-01-27,diesel,1.7395,,,
2025-01-27,benzina,1.8313,,,
2025-01-27,gpl,0.7388,,,
2025-02-03,diesel,1.7304,,,
2025-02-03,benzina,1.8235,,,
2025-02-03,gpl,0.7391,,,
2025-02-10,diesel,1.7304,,,
2025-02-10,benzina,1.8235,,,
2025-02-10,gpl,0.7391,,,
2025-02-17,diesel,1.7273,,,
2025-02-17,benzina,1.8246,,,
2025-02-17,gpl,0.7446,,,
2025-02-24,diesel,1.7269,,,
2025-02-24,benzina,1.8236,,,
2025-02-24,gpl,0.7451,,,
2025-03-03,diesel,1.7191,,,
2025-03-03,benzina,1.8161,,,
2025-03-03,gpl,0.7450,,,
2025-03-10,diesel,1.7038,,,
2025-03-10,benzina,1.8018,,,
2025-03-10,gpl,0.7449,,,
2025-03-17,diesel,1.6833,,,
2025-03-17,benzina,1.7821,,,
2025-03-17,gpl,0.7443,,,
2025-03-24,diesel,1.6669,,,
2025-03-24,benzina,1.7673,,,
2025-03-24,gpl,0.7429,,,
2025-03-31,diesel,1.6595,,,
2025-03-31,benzina,1.7618,,,
2025-03-31,gpl,0.7423,,,
2025-04-07,diesel,1.6572,,,
2025-04-07,benzina,1.7612,,,
2025-04-07,gpl,0.7417,,,
2025-04-14,diesel,1.6324,,,
2025-04-14,benzina,1.7387,,,
2025-04-14,gpl,0.7375,,,
2025-04-21,diesel,1.6097,,,
2025-04-21,benzina,1.7161,,,
2025-04-21,gpl,0.7403,,,
2025-04-28,diesel,1.5988,,,
2025-04-28,benzina,1.7052,,,
2025-04-28,gpl,0.7406,,,
2025-05-05,diesel,1.5895,,,
2025-05-05,benzina,1.6968,,,
2025-05-05,gpl,0.7364,,,
2025-05-12,diesel,1.5786,,,
2025-05-12,benzina,1.6897,,,
2025-05-12,gpl,0.7217,,,
2025-05-19,diesel,1.5912,,,
2025-05-19,benzina,1.6987,,,
2025-05-19,gpl,0.7203,,,
2025-05-26,diesel,1.5986,,,
2025-05-26,benzina,1.6978,,,
2025-05-26,gpl,0.7211,,,
2025-06-02,diesel,1.5916,,,
2025-06-02,benzina,1.6930,,,
2025-06-02,gpl,0.7204,,,
2025-06-09,diesel,1.5856,,,
2025-06-09,benzina,1.6898,,,
2025-06-09,gpl,0.7160,,,
2025-06-16,diesel,1.5937,,,
2025-06-16,benzina,1.6966,,,
2025-06-16,gpl,0.7088,,,
2025-06-23,diesel,1.6431,,,
2025-06-23,benzina,1.7341,,,
2025-06-23,gpl,0.7083,,,
2025-06-30,diesel,1.6759,,,
2025-06-30,benzina,1.7472,,,
2025-06-30,gpl,0.7081,,,
2025-07-07,diesel,1.6637,,,
2025-07-07,benzina,1.7335,,,
2025-07-07,gpl,0.7065,,,
2025-07-14,diesel,1.6628,,,
2025-07-14,benzina,1.7288,,,
2025-07-14,gpl,0.7049,,,
2025-07-21,diesel,1.6637,,,
2025-07-21,benzina,1.7272,,,
2025-07-21,gpl,0.7032,,,
2025-07-28,diesel,1.6604,,,
2025-07-28,benzina,1.7206,,,
2025-07-28,gpl,0.7027,,,
2025-08-04,diesel,1.6489,,,
2025-08-04,benzina,1.7127,,,
2025-08-04,gpl,0.7017,,,
2025-08-11,diesel,1.6414,,,
2025-08-11,benzina,1.7093,,,
2025-08-11,gpl,0.7010,,,
2025-08-18,diesel,1.6314,,,
2025-08-18,benzina,1.7013,,,
2025-08-18,gpl,0.7060,,,
2025-08-25,diesel,1.6220,,,
2025-08-25,benzina,1.6954,,,
2025-08-25,gpl,0.7024,,,
2025-09-01,diesel,1.6225,,,
2025-09-01,benzina,1.6968,,,
2025-09-01,gpl,0.6993,,,
2025-09-08,diesel,1.6301,,,
2025-09-08,benzina,1.7053,,,
2025-09-08,gpl,0.6986,,,
2025-09-15,diesel,1.6348,,,
2025-09-15,benzina,1.7108,,,
2025-09-15,gpl,0.6976,,,
2025-09-22,diesel,1.6383,,,
2025-09-22,benzina,1.7135,,,
2025-09-22,gpl,0.6967,,,
2025-09-29,diesel,1.6377,,,
2025-09-29,benzina,1.7117,,,
2025-09-29,gpl,0.6962,,,
2025-10-06,diesel,1.6360,,,
2025-10-06,benzina,1.7089,,,
2025-10-06,gpl,0.6950,,,
2025-10-13,diesel,1.6254,,,
2025-10-13,benzina,1.6993,,,
2025-10-13,gpl,0.6955,,,
2025-10-20,diesel,1.6158,,,
2025-10-20,benzina,1.6903,,,
2025-10-20,gpl,0.6955,,,
2025-10-27,diesel,1.6088,,,
2025-10-27,benzina,1.6835,,,
2025-10-27,gpl,0.6952,,,
2025-11-03,diesel,1.6323,,,
2025-11-03,benzina,1.6948,,,
2025-11-03,gpl,0.6960,,,
2025-11-10,diesel,1.6543,,,
2025-11-10,benzina,1.7055,,,
2025-11-10,gpl,0.6943,,,
2025-11-17,diesel,1.6828,,,
2025-11-17,benzina,1.7195,,,
2025-11-17,gpl,0.6943,,,
2025-11-24,diesel,1.7026,,,
2025-11-24,benzina,1.7307,,,
2025-11-24,gpl,0.6941,,,
2025-12-01,diesel,1.7014,,,
2025-12-01,benzina,1.7272,,,
2025-12-01,gpl,0.6933,,,
2025-12-08,diesel,1.6843,,,
2025-12-08,benzina,1.7182,,,
2025-12-08,gpl,0.6935,,,
2025-12-15,diesel,1.6651,,,
2025-12-15,benzina,1.7080,,,
2025-12-15,gpl,0.6948,,,
2025-12-22,diesel,1.6425,,,
2025-12-22,benzina,1.6900,,,
2025-12-22,gpl,0.6931,,,
2025-12-29,diesel,1.6286,,,
2025-12-29,benzina,1.6789,,,
2025-12-29,gpl,0.6969,,,
2026-01-05,diesel,1.6442,,,
2026-01-05,benzina,1.6547,,,
2026-01-05,gpl,0.6875,,,
2026-01-12,diesel,1.6604,,,
2026-01-12,benzina,1.6273,,,
2026-01-12,gpl,0.6954,,,
2026-01-19,diesel,1.6607,,,
2026-01-19,benzina,1.6262,,,
2026-01-19,gpl,0.6931,,,
2026-01-26,diesel,1.6735,,,
2026-01-26,benzina,1.6350,,,
2026-01-26,gpl,0.6932,,,
2026-02-02,diesel,1.6819,,,
2026-02-02,benzina,1.6416,,,
2026-02-02,gpl,0.6935,,,
2026-02-09,diesel,1.6910,,,
2026-02-09,benzina,1.6449,,,
2026-02-09,gpl,0.6933,,,
2026-02-16,diesel,1.6955,,,
2026-02-16,benzina,1.6483,,,
2026-02-16,gpl,0.6936,,,
2026-02-23,diesel,1.7018,,,
2026-02-23,benzina,1.6546,,,
2026-02-23,gpl,0.6938,,,
2026-03-02,diesel,1.7207,,,
2026-03-02,benzina,1.6704,,,
2026-03-02,gpl,0.6968,,,
2026-03-09,diesel,1.8692,,,
2026-03-09,benzina,1.7452,,,
2026-03-09,gpl,0.7105,,,
2026-03-16,diesel,2.0335,,,
2026-03-16,benzina,1.8192,,,
2026-03-16,gpl,0.7161,,,
2026-03-23,diesel,2.0232,,,
2026-03-23,benzina,1.7787,,,
2026-03-23,gpl,0.6905,,,
2026-03-30,diesel,2.0327,,,
2026-03-30,benzina,1.7334,,,
2026-03-30,gpl,0.6620,,,
2026-04-06,diesel,2.0921,,,
2026-04-06,benzina,1.7619,,,
2026-04-06,gpl,0.7273,,,
2026-04-13,diesel,2.1534,,,
2026-04-13,benzina,1.7827,,,
2026-04-13,gpl,0.7980,,,
2026-04-20,diesel,2.1147,,,
2026-04-20,benzina,1.7628,,,
2026-04-20,gpl,0.8038,,,
2026-04-27,diesel,2.0596,,,
2026-04-27,benzina,1.7321,,,
2026-04-27,gpl,0.8060,,,
2026-04-29,diesel,2.0575,1.528,2.745,20141
2026-04-29,benzina,1.7442,1.508,2.565,20159
2026-04-29,gpl,0.8008,0.010,1.399,4560
2026-04-29,metano,1.5771,0.010,8.888,1515
2026-05-01,diesel,2.0521,1.528,2.934,20156
2026-05-01,benzina,1.7556,1.508,2.565,20172
2026-05-01,gpl,0.8009,0.010,1.399,4564
2026-05-01,metano,1.5761,0.010,8.888,1515
2026-05-03,diesel,2.0495,1.198,2.745,20155
2026-05-03,benzina,1.8903,1.092,2.565,20173
2026-05-03,gpl,0.8182,0.010,1.399,4563
2026-05-03,metano,1.5738,0.010,8.888,1515
2026-05-05,diesel,2.0452,1.198,2.699,20212
2026-05-05,benzina,1.9316,1.191,2.569,20230
2026-05-05,gpl,0.8263,0.549,1.399,4574
2026-05-05,metano,1.5670,0.500,2.999,1515
2026-05-12,diesel,1.9975,1.000,2.999,20204
2026-05-12,benzina,1.9291,1.000,2.569,20221
2026-05-12,gpl,0.8181,0.549,1.399,4570
2026-05-12,metano,1.5617,0.500,2.999,1512
